,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Bin Age
342,31,No,Travel_Rarely,1232,Research & Development,Near by,Masters,Medical,462,Best,Female,39,Moderate,Experienced,Manufacturing Director,Excellent,Single,7143,25713,1,Yes,14,3,Best,No,11,2,Good,11,9,4,10,31-45
343,29,No,Travel_Rarely,144,Sales,Near by,High School,Marketing,463,Excellent,Female,39,Low,Intermediate,Sales Executive,Good,Divorced,8268,11866,1,Yes,14,3,Poor,Medium,7,2,Best,7,7,1,7,18-30
344,35,No,Travel_Rarely,1296,Research & Development,Near by,Masters,Technical Degree,464,Best,Male,62,Moderate,Experienced,Manufacturing Director,Good,Single,8095,18264,0,No,13,3,Excellent,No,17,5,Best,16,6,0,13,31-45
345,23,No,Travel_Rarely,1309,Research & Development,Faraway,High School,Life Sciences,465,Best,Male,83,Moderate,Beginner,Research Scientist,Excellent,Divorced,2904,16092,1,No,12,3,Best,Medium,4,2,Good,4,2,0,2,18-30
346,41,No,Travel_Rarely,483,Research & Development,Near by,Bacherlors,Medical,466,Excellent,Male,95,Low,Intermediate,Manufacturing Director,Good,Single,6032,10110,6,Yes,15,3,Excellent,No,8,3,Best,5,4,1,2,31-45
347,47,No,Travel_Frequently,1309,Sales,Near by,High School,Medical,467,Good,Male,99,Moderate,Intermediate,Sales Representative,Best,Single,2976,25751,3,No,19,3,Poor,No,5,3,Best,0,0,0,0,46-60
348,42,No,Travel_Rarely,810,Research & Development,Faraway,Doctorate,Life Sciences,468,Poor,Female,44,Moderate,Advanced,Research Director,Excellent,Single,15992,15901,2,No,14,3,Good,No,16,2,Best,1,0,0,0,31-45
349,29,No,Non-Travel,746,Sales,Near by,Bacherlors,Life Sciences,469,Excellent,Male,61,Moderate,Intermediate,Sales Executive,Best,Married,4649,16928,1,No,14,3,Poor,Low,4,3,Good,4,3,0,2,18-30
350,42,No,Travel_Rarely,544,Human Resources,Near by,High School,Technical Degree,470,Best,Male,52,Moderate,Beginner,Human Resources,Best,Divorced,2696,24017,0,Yes,11,3,Best,Low,4,5,Best,3,2,1,0,31-45
351,32,No,Travel_Rarely,1062,Research & Development,Near by,Bacherlors,Medical,471,Best,Female,75,Moderate,Beginner,Laboratory Technician,Good,Married,2370,3956,1,No,13,3,Best,Low,8,4,Best,8,0,0,7,31-45
352,48,No,Travel_Rarely,530,Sales,Faraway,High School,Medical,473,Poor,Female,91,Moderate,Experienced,Manager,Best,Married,12504,23978,3,No,21,4,Good,Low,15,3,Poor,0,0,0,0,46-60
353,37,No,Travel_Rarely,1319,Research & Development,Near by,Bacherlors,Medical,474,Best,Male,51,High,Intermediate,Research Scientist,Poor,Divorced,5974,17001,4,Yes,13,3,Poor,Medium,13,2,Best,7,7,6,7,31-45
354,30,No,Non-Travel,641,Sales,Faraway,Higher Secondary,Technical Degree,475,Excellent,Female,85,Moderate,Intermediate,Sales Executive,Best,Married,4736,6069,7,Yes,12,3,Good,Low,4,2,Excellent,2,2,2,2,18-30
355,26,No,Travel_Rarely,933,Sales,Near by,Bacherlors,Life Sciences,476,Best,Male,57,Moderate,Intermediate,Sales Executive,Best,Married,5296,20156,1,No,17,3,Good,Low,8,3,Best,8,7,7,7,18-30
356,42,No,Travel_Rarely,1332,Research & Development,Near by,Masters,Other,477,Poor,Male,98,Low,Intermediate,Healthcare Representative,Excellent,Single,6781,17078,3,No,23,4,Good,No,14,6,Best,1,0,0,0,31-45
357,21,Yes,Travel_Frequently,756,Sales,Near by,High School,Technical Degree,478,Poor,Female,99,Low,Beginner,Sales Representative,Good,Single,2174,9150,1,Yes,11,3,Best,No,3,3,Best,3,2,1,2,18-30
358,36,No,Non-Travel,845,Sales,Near by,Doctorate,Medical,479,Excellent,Female,45,Moderate,Intermediate,Sales Executive,Excellent,Single,6653,15276,4,No,15,3,Good,No,7,6,Best,1,0,0,0,31-45
359,36,No,Travel_Frequently,541,Sales,Near by,Masters,Medical,481,Poor,Male,48,Low,Experienced,Sales Executive,Excellent,Married,9699,7246,4,No,11,3,Poor,Low,16,2,Best,13,9,1,12,31-45
360,57,No,Travel_Rarely,593,Research & Development,Near by,Masters,Medical,482,Excellent,Male,88,Moderate,Intermediate,Healthcare Representative,Best,Married,6755,2967,2,No,11,3,Best,No,15,2,Best,3,2,1,2,46-60
361,40,No,Travel_Rarely,1171,Research & Development,Near by,Masters,Life Sciences,483,Excellent,Female,46,High,Beginner,Laboratory Technician,Best,Married,2213,22495,3,Yes,13,3,Best,Low,10,3,Best,7,7,1,7,31-45
362,21,No,Non-Travel,895,Sales,Near by,Higher Secondary,Medical,484,Poor,Male,39,Moderate,Beginner,Sales Representative,Excellent,Single,2610,2851,1,No,24,4,Best,No,3,3,Good,3,2,2,2,18-30
363,33,Yes,Travel_Rarely,350,Sales,Near by,Bacherlors,Marketing,485,Excellent,Female,34,Moderate,Beginner,Sales Representative,Best,Single,2851,9150,1,Yes,13,3,Good,No,1,2,Best,1,0,0,0,31-45
364,37,No,Travel_Rarely,921,Research & Development,Near by,Bacherlors,Medical,486,Best,Female,98,Moderate,Beginner,Laboratory Technician,Poor,Married,3452,17663,6,No,20,4,Good,Low,17,3,Best,5,4,0,3,31-45
365,46,No,Non-Travel,1144,Research & Development,Near by,Masters,Medical,487,Best,Female,30,Moderate,Intermediate,Manufacturing Director,Best,Married,5258,16044,2,No,14,3,Best,No,7,2,Excellent,1,0,0,0,46-60
366,41,Yes,Travel_Frequently,143,Sales,Near by,Bacherlors,Marketing,488,Poor,Male,56,Moderate,Intermediate,Sales Executive,Good,Single,9355,9558,1,No,18,3,Best,No,8,5,Best,8,7,7,7,31-45
367,50,No,Travel_Rarely,1046,Research & Development,Near by,Bacherlors,Technical Degree,491,Excellent,Male,100,Low,Experienced,Healthcare Representative,Excellent,Single,10496,2755,6,No,15,3,Excellent,No,20,2,Best,4,3,1,3,46-60
368,40,Yes,Travel_Rarely,575,Sales,Faraway,Higher Secondary,Marketing,492,Best,Male,68,Low,Intermediate,Sales Executive,Best,Married,6380,6110,2,Yes,12,3,Poor,Medium,8,6,Best,6,4,1,0,31-45
369,31,No,Travel_Rarely,408,Research & Development,Near by,Masters,Life Sciences,493,Best,Male,42,Low,Beginner,Research Scientist,Good,Single,2657,7551,0,Yes,16,3,Excellent,No,3,5,Best,2,2,2,2,31-45
370,21,Yes,Travel_Rarely,156,Sales,Far,Bacherlors,Life Sciences,494,Best,Female,90,High,Beginner,Sales Representative,Good,Single,2716,25422,1,No,15,3,Excellent,No,1,0,Best,1,0,0,0,18-30
371,29,No,Travel_Rarely,1283,Research & Development,Faraway,Bacherlors,Life Sciences,495,Excellent,Male,54,Moderate,Beginner,Research Scientist,Excellent,Single,2201,18168,9,No,16,3,Excellent,No,6,4,Best,3,2,1,2,18-30
372,35,No,Travel_Rarely,755,Research & Development,Near by,Masters,Life Sciences,496,Best,Male,97,Low,Intermediate,Healthcare Representative,Good,Single,6540,19394,9,No,19,3,Best,No,10,5,Best,1,1,0,0,31-45
373,27,No,Travel_Rarely,1469,Research & Development,Near by,Higher Secondary,Medical,497,Excellent,Male,82,Moderate,Beginner,Laboratory Technician,Good,Divorced,3816,17881,1,No,11,3,Good,Low,5,2,Best,5,2,0,4,18-30
374,28,No,Travel_Rarely,304,Sales,Near by,Masters,Life Sciences,498,Good,Male,92,Moderate,Intermediate,Sales Executive,Excellent,Single,5253,20750,1,No,16,3,Excellent,No,7,1,Best,7,5,0,7,18-30
375,49,No,Travel_Rarely,1261,Research & Development,Near by,Bacherlors,Other,499,Good,Male,31,Low,Experienced,Healthcare Representative,Best,Single,10965,12066,8,No,24,4,Best,No,26,2,Best,5,2,0,0,46-60
376,51,No,Travel_Rarely,1178,Sales,Far,Higher Secondary,Life Sciences,500,Best,Female,87,Moderate,Intermediate,Sales Executive,Excellent,Married,4936,14862,4,No,11,3,Best,Low,18,2,Good,7,7,0,7,46-60
377,36,No,Travel_Rarely,329,Research & Development,Near by,Bacherlors,Life Sciences,501,Excellent,Female,96,Moderate,Beginner,Research Scientist,Best,Married,2543,11868,4,No,13,3,Good,Low,6,3,Best,2,2,2,2,31-45
378,34,Yes,Non-Travel,1362,Sales,Far,Bacherlors,Marketing,502,Poor,Male,67,High,Intermediate,Sales Executive,Excellent,Single,5304,4652,8,Yes,13,3,Good,No,9,3,Good,5,2,0,4,31-45
379,55,No,Travel_Rarely,1311,Research & Development,Near by,Bacherlors,Life Sciences,505,Best,Female,97,Moderate,Advanced,Manager,Excellent,Single,16659,23258,2,Yes,13,3,Best,No,30,2,Best,5,4,1,2,46-60
380,24,No,Travel_Rarely,1371,Sales,Near by,Masters,Marketing,507,Excellent,Female,77,Moderate,Intermediate,Sales Executive,Best,Divorced,4260,5915,1,Yes,12,3,Excellent,Low,5,2,Excellent,5,2,0,3,18-30
381,30,No,Travel_Rarely,202,Sales,Near by,High School,Technical Degree,508,Best,Male,72,Moderate,Beginner,Sales Representative,Good,Married,2476,17434,1,No,18,3,Poor,Low,1,3,Best,1,0,0,0,18-30
382,26,Yes,Travel_Frequently,575,Research & Development,Near by,High School,Technical Degree,510,Best,Male,73,Moderate,Beginner,Research Scientist,Poor,Single,3102,6582,0,No,22,4,Best,No,7,2,Best,6,4,0,4,18-30
383,22,No,Travel_Rarely,253,Research & Development,Far,Bacherlors,Medical,511,Poor,Female,43,Moderate,Beginner,Research Scientist,Good,Married,2244,24440,1,No,13,3,Excellent,Low,2,1,Best,2,1,1,2,18-30
384,36,No,Travel_Rarely,164,Sales,Near by,Higher Secondary,Medical,513,Good,Male,61,Low,Experienced,Sales Executive,Best,Married,7596,3809,1,No,13,3,Good,Medium,10,2,Best,10,9,9,0,31-45
385,30,Yes,Travel_Frequently,464,Research & Development,Near by,Bacherlors,Technical Degree,514,Best,Male,40,Moderate,Beginner,Research Scientist,Excellent,Single,2285,3427,9,Yes,23,4,Best,No,3,4,Best,1,0,0,0,18-30
386,37,No,Travel_Rarely,1107,Research & Development,Far,Bacherlors,Life Sciences,515,Excellent,Female,95,Moderate,Beginner,Laboratory Technician,Poor,Divorced,3034,26914,1,No,12,3,Best,Low,18,2,Good,18,7,12,17,31-45
387,40,No,Travel_Rarely,759,Sales,Near by,Higher Secondary,Marketing,516,Excellent,Female,46,Moderate,Intermediate,Sales Executive,Good,Divorced,5715,22553,7,No,12,3,Best,Medium,8,5,Best,5,4,1,3,31-45
388,42,No,Travel_Rarely,201,Research & Development,Near by,Masters,Life Sciences,517,Good,Female,95,Moderate,Beginner,Laboratory Technician,Poor,Divorced,2576,20490,3,No,16,3,Good,Low,8,5,Best,5,2,1,2,31-45
389,37,No,Travel_Rarely,1305,Research & Development,Near by,Masters,Life Sciences,518,Best,Male,49,Moderate,Intermediate,Manufacturing Director,Good,Single,4197,21123,2,Yes,12,3,Excellent,No,18,2,Good,1,0,0,1,31-45
390,43,No,Travel_Rarely,982,Research & Development,Far,Bacherlors,Life Sciences,520,Poor,Male,59,Low,Advanced,Research Director,Good,Divorced,14336,4345,1,No,11,3,Best,Low,25,3,Best,25,10,3,9,31-45
391,40,No,Travel_Rarely,555,Research & Development,Near by,Bacherlors,Medical,521,Good,Female,78,Low,Intermediate,Laboratory Technician,Best,Married,3448,13436,6,No,22,4,Good,Low,20,3,Best,1,0,0,0,31-45
392,54,No,Travel_Rarely,821,Research & Development,Near by,Higher Secondary,Medical,522,Poor,Male,86,Moderate,Expert,Research Director,Poor,Married,19406,8509,4,No,11,3,Best,Low,24,4,Good,4,2,1,2,46-60
393,34,No,Non-Travel,1381,Sales,Near by,Masters,Marketing,523,Best,Female,72,Moderate,Intermediate,Sales Executive,Best,Married,6538,12740,9,No,15,3,Poor,Low,6,3,Best,3,2,1,2,31-45
394,31,No,Travel_Rarely,480,Research & Development,Near by,Higher Secondary,Medical,524,Good,Female,31,Moderate,Intermediate,Manufacturing Director,Poor,Married,4306,4156,1,No,12,3,Good,Low,13,5,Poor,13,10,3,12,31-45
395,43,No,Travel_Frequently,313,Research & Development,Faraway,Bacherlors,Medical,525,Excellent,Male,61,Moderate,Beginner,Laboratory Technician,Excellent,Married,2258,15238,7,No,20,4,Poor,Low,8,1,Best,3,2,1,2,31-45
396,43,No,Travel_Rarely,1473,Research & Development,Near by,Masters,Other,526,Best,Female,74,Moderate,Intermediate,Healthcare Representative,Best,Divorced,4522,2227,4,Yes,14,3,Excellent,No,8,3,Best,5,2,0,2,31-45
397,25,No,Travel_Rarely,891,Sales,Near by,Higher Secondary,Life Sciences,527,Good,Female,99,Low,Intermediate,Sales Executive,Excellent,Single,4487,12090,1,Yes,11,3,Good,No,5,3,Best,5,4,1,3,18-30
398,37,No,Non-Travel,1063,Research & Development,Faraway,Doctorate,Medical,529,Good,Female,72,Moderate,Intermediate,Research Scientist,Best,Married,4449,23866,3,Yes,15,3,Poor,Medium,15,2,Best,13,11,10,7,31-45
399,31,No,Travel_Rarely,329,Research & Development,Near by,Higher Secondary,Life Sciences,530,Excellent,Male,98,Low,Beginner,Laboratory Technician,Poor,Married,2218,16193,1,No,12,3,Best,Low,4,3,Best,4,2,3,2,31-45
400,39,No,Travel_Frequently,1218,Research & Development,Near by,High School,Life Sciences,531,Good,Male,52,Moderate,Expert,Manager,Best,Divorced,19197,8213,1,Yes,14,3,Best,Low,21,3,Best,21,8,1,6,31-45
401,56,No,Travel_Frequently,906,Sales,Near by,Bacherlors,Life Sciences,532,Best,Female,86,High,Advanced,Sales Executive,Poor,Married,13212,18256,9,No,11,3,Excellent,High,36,0,Good,7,7,7,7,46-60
402,30,No,Travel_Rarely,1082,Sales,Far,Bacherlors,Technical Degree,533,Good,Female,83,Moderate,Intermediate,Sales Executive,Best,Single,6577,19558,0,No,11,3,Good,No,6,6,Best,5,4,4,4,18-30
403,41,No,Travel_Rarely,645,Sales,Near by,Bacherlors,Marketing,534,Good,Male,49,High,Experienced,Sales Executive,Poor,Married,8392,19566,1,No,16,3,Best,Low,10,2,Best,10,7,0,7,31-45
404,28,No,Travel_Rarely,1300,Research & Development,Far,Higher Secondary,Medical,536,Best,Male,79,Moderate,Intermediate,Laboratory Technician,Poor,Divorced,4558,13535,1,No,12,3,Excellent,Low,10,2,Best,10,0,1,8,18-30
405,25,Yes,Travel_Rarely,688,Research & Development,Near by,Bacherlors,Medical,538,Poor,Male,91,Moderate,Beginner,Laboratory Technician,Poor,Married,4031,9396,5,No,13,3,Best,Low,6,5,Best,2,2,0,2,18-30
406,52,No,Travel_Rarely,319,Research & Development,Near by,Bacherlors,Medical,543,Excellent,Male,39,Low,Experienced,Manufacturing Director,Best,Married,7969,19609,2,Yes,14,3,Best,No,28,4,Best,5,4,0,4,46-60
407,45,No,Travel_Rarely,192,Research & Development,Near by,Higher Secondary,Life Sciences,544,Poor,Male,69,Moderate,Beginner,Research Scientist,Excellent,Married,2654,9655,3,No,21,4,Excellent,Medium,8,3,Good,2,2,0,2,31-45
408,52,No,Travel_Rarely,1490,Research & Development,Near by,Higher Secondary,Life Sciences,546,Excellent,Female,30,Moderate,Advanced,Manager,Excellent,Married,16555,10310,2,No,13,3,Excellent,No,31,2,Poor,5,2,1,4,46-60
409,42,No,Travel_Frequently,532,Research & Development,Faraway,Higher Secondary,Life Sciences,547,Poor,Female,92,Moderate,Intermediate,Research Scientist,Best,Divorced,4556,12932,2,No,11,3,Good,Low,19,3,Best,5,4,0,2,31-45
410,30,No,Travel_Rarely,317,Research & Development,Near by,Bacherlors,Life Sciences,548,Best,Female,43,Very Low,Intermediate,Manufacturing Director,Excellent,Single,6091,24793,2,No,20,4,Best,No,11,2,Best,5,4,0,2,18-30
411,60,No,Travel_Rarely,422,Research & Development,Near by,Bacherlors,Life Sciences,549,Poor,Female,41,Moderate,Expert,Manager,Poor,Married,19566,3854,5,No,11,3,Excellent,No,33,5,Poor,29,8,11,10,46-60
412,46,No,Travel_Rarely,1485,Research & Development,Far,Bacherlors,Medical,550,Best,Female,87,Moderate,Intermediate,Manufacturing Director,Best,Divorced,4810,26314,2,No,14,3,Best,Low,19,5,Good,10,7,0,8,46-60
413,42,No,Travel_Frequently,1368,Research & Development,Faraway,Masters,Technical Degree,551,Excellent,Female,88,Low,Intermediate,Healthcare Representative,Excellent,Married,4523,4386,0,No,11,3,Excellent,High,7,4,Excellent,6,5,0,4,31-45
414,24,Yes,Travel_Rarely,1448,Sales,Near by,High School,Technical Degree,554,Poor,Female,62,Moderate,Beginner,Sales Representative,Good,Single,3202,21972,1,Yes,16,3,Good,No,6,4,Best,5,3,1,4,18-30
415,34,Yes,Travel_Frequently,296,Sales,Near by,Higher Secondary,Marketing,555,Excellent,Female,33,Very Low,Beginner,Sales Representative,Best,Divorced,2351,12253,0,No,16,3,Excellent,Low,3,3,Good,2,2,1,0,31-45
416,38,No,Travel_Frequently,1490,Research & Development,Near by,Higher Secondary,Life Sciences,556,Excellent,Male,42,Moderate,Beginner,Laboratory Technician,Excellent,Married,1702,12106,1,Yes,23,4,Best,Low,1,3,Best,1,0,0,0,31-45
417,40,No,Travel_Rarely,1398,Sales,Near by,Masters,Life Sciences,558,Best,Female,79,Moderate,Expert,Manager,Best,Married,18041,13022,0,No,14,3,Excellent,No,21,2,Best,20,15,1,12,31-45
418,26,No,Travel_Rarely,1349,Research & Development,Faraway,Bacherlors,Life Sciences,560,Poor,Female,90,Moderate,Beginner,Research Scientist,Excellent,Divorced,2886,3032,1,No,22,4,Good,Medium,3,3,Poor,3,2,0,2,18-30
419,30,No,Non-Travel,1400,Research & Development,Near by,Bacherlors,Life Sciences,562,Best,Male,53,Moderate,Beginner,Laboratory Technician,Excellent,Married,2097,16734,4,No,15,3,Best,Low,9,3,Poor,5,3,1,4,18-30
420,29,No,Travel_Rarely,986,Research & Development,Near by,Masters,Medical,564,Good,Male,93,Low,Experienced,Research Director,Best,Married,11935,21526,1,No,18,3,Best,No,10,2,Best,10,2,0,7,18-30
421,29,Yes,Travel_Rarely,408,Research & Development,Faraway,Doctorate,Technical Degree,565,Best,Female,71,Low,Beginner,Research Scientist,Good,Married,2546,18300,5,No,16,3,Good,No,6,2,Excellent,2,2,1,1,18-30
422,19,Yes,Travel_Rarely,489,Human Resources,Near by,Higher Secondary,Technical Degree,566,Poor,Male,52,Low,Beginner,Human Resources,Excellent,Single,2564,18437,1,No,12,3,Best,No,1,3,Excellent,1,0,0,0,18-30
423,30,No,Non-Travel,1398,Sales,Faraway,Masters,Other,567,Best,Female,69,Moderate,Experienced,Sales Executive,Poor,Married,8412,2890,0,No,11,3,Best,No,10,3,Best,9,8,7,8,18-30
424,57,No,Travel_Rarely,210,Sales,Faraway,Bacherlors,Marketing,568,Poor,Male,56,Low,Advanced,Manager,Excellent,Divorced,14118,22102,3,No,12,3,Best,Low,32,3,Good,1,0,0,0,46-60
425,50,No,Travel_Rarely,1099,Research & Development,Faraway,Masters,Life Sciences,569,Good,Male,88,Low,Advanced,Manager,Best,Married,17046,9314,0,No,15,3,Good,Low,28,2,Best,27,10,15,7,46-60
426,30,No,Non-Travel,1116,Research & Development,Near by,Bacherlors,Medical,571,Best,Female,49,Moderate,Beginner,Laboratory Technician,Excellent,Single,2564,7181,0,No,14,3,Best,No,12,2,Good,11,7,6,7,18-30
427,60,No,Travel_Frequently,1499,Sales,Faraway,Bacherlors,Marketing,573,Best,Female,80,Low,Experienced,Sales Executive,Poor,Married,10266,2845,4,No,19,3,Excellent,No,22,5,Excellent,18,13,13,11,46-60
428,47,No,Travel_Rarely,983,Research & Development,Near by,Higher Secondary,Medical,574,Poor,Female,65,Moderate,Intermediate,Manufacturing Director,Excellent,Divorced,5070,7389,5,No,13,3,Best,High,20,2,Best,5,0,0,4,46-60
429,46,No,Travel_Rarely,1009,Research & Development,Near by,Bacherlors,Life Sciences,575,Poor,Male,51,Moderate,Advanced,Research Director,Best,Married,17861,2288,6,No,13,3,Best,No,26,2,Poor,3,2,0,1,46-60
430,35,No,Travel_Rarely,144,Research & Development,Faraway,Bacherlors,Life Sciences,577,Excellent,Male,46,Very Low,Beginner,Laboratory Technician,Best,Single,4230,19225,0,No,15,3,Best,No,6,2,Best,5,4,4,3,31-45
431,54,No,Travel_Rarely,548,Research & Development,Near by,Masters,Life Sciences,578,Best,Female,42,Moderate,Intermediate,Laboratory Technician,Best,Single,3780,23428,7,No,11,3,Best,No,19,3,Best,1,0,0,0,46-60
432,34,No,Travel_Rarely,1303,Research & Development,Near by,Masters,Life Sciences,579,Excellent,Male,62,Low,Beginner,Research Scientist,Best,Divorced,2768,8416,3,No,12,3,Best,Low,14,3,Best,7,3,5,7,31-45
433,46,No,Travel_Rarely,1125,Sales,Near by,Bacherlors,Marketing,580,Best,Female,94,Low,Experienced,Sales Executive,Excellent,Married,9071,11563,2,Yes,19,3,Best,Low,15,3,Best,3,2,1,2,46-60
434,31,No,Travel_Rarely,1274,Research & Development,Near by,High School,Life Sciences,581,Best,Male,33,Moderate,Experienced,Manufacturing Director,Good,Divorced,10648,14394,1,No,25,4,Excellent,Low,13,6,Excellent,13,8,0,8,31-45
435,33,Yes,Travel_Rarely,1277,Research & Development,Far,High School,Medical,582,Good,Male,56,Moderate,Experienced,Manager,Best,Married,13610,24619,7,Yes,12,3,Excellent,No,15,2,Excellent,7,6,7,7,31-45
436,33,Yes,Travel_Rarely,587,Research & Development,Near by,High School,Medical,584,Poor,Male,38,Very Low,Beginner,Laboratory Technician,Excellent,Divorced,3408,6705,7,No,13,3,Poor,High,8,2,Best,4,3,1,3,31-45
437,30,No,Travel_Rarely,413,Sales,Near by,High School,Marketing,585,Excellent,Male,57,Moderate,Beginner,Sales Representative,Good,Single,2983,18398,0,No,14,3,Poor,No,4,3,Best,3,2,1,2,18-30
438,35,No,Travel_Rarely,1276,Research & Development,Far,Bacherlors,Life Sciences,586,Excellent,Male,72,Moderate,Experienced,Healthcare Representative,Best,Married,7632,14295,4,Yes,12,3,Best,No,10,2,Best,8,7,0,0,31-45
439,31,Yes,Travel_Frequently,534,Research & Development,Far,Bacherlors,Life Sciences,587,Poor,Male,66,Moderate,Experienced,Healthcare Representative,Best,Married,9824,22908,3,No,12,3,Poor,No,12,2,Best,1,0,0,0,31-45
440,34,Yes,Travel_Frequently,988,Human Resources,Faraway,Bacherlors,Human Resources,590,Good,Female,43,Moderate,Experienced,Human Resources,Poor,Divorced,9950,11533,9,Yes,15,3,Best,High,11,2,Best,3,2,0,2,31-45
441,42,No,Travel_Frequently,1474,Research & Development,Near by,Higher Secondary,Other,591,Good,Male,97,Moderate,Beginner,Laboratory Technician,Best,Married,2093,9260,4,No,17,3,Excellent,Low,8,4,Best,2,2,2,0,31-45
442,36,No,Non-Travel,635,Sales,Near by,Masters,Medical,592,Good,Male,32,Moderate,Experienced,Sales Executive,Excellent,Single,9980,15318,1,No,14,3,Excellent,No,10,3,Good,10,3,9,7,31-45
